"ID","age","color","island","college","income","antennae","politics","anxiety","depression","sociable","control","memory","intelligence","time1","time2","time3","food1","sleep","food2","reasoning_trials"
1693,21,"Pink","3rd","A",91000,"Straight","Independone",49,104,97,60,84,97,1.74,0.85,1.72,7,7.2,11,9
1694,34,"Pink","1st","A",43000,"Straight","Independone",52,121,70,80,89,104,6.3,4.74,5.86,8,7.8,8,6
1695,66,"Blue","1st","A",69000,"Curly","Republicant",48,83,118,50,77,91,7.9,7.84,6.42,6,5.9,10,4
1696,53,"Blue","3rd","A",21000,"Straight","Independone",51,105,92,58,91,100,5.64,3.81,5.97,7,5.1,10,1
1697,44,"Pink","3rd","D",28000,"Straight","Republicant",49,98,102,62,101,121,15.12,14.18,13.69,10,7.3,12,2
1698,16,"Pink","1st","C",110000,"Straight","Independone",51,103,98,59,101,120,7.87,6.34,8.19,9,5.9,8,1
1699,35,"Pink","1st","C",153000,"Straight","Independone",50,105,91,63,99,120,7,5.73,6,7,5.9,6,1
1700,23,"Pink","2nd","B",123000,"Straight","Republicant",42,82,125,50,98,102,5.33,4.32,3.4,10,5.6,7,2
1701,15,"Pink","2nd","B",23000,"Straight","Independone",40,95,103,73,87,102,5.23,4.33,5.68,8,6.2,4,2
1702,31,"Pink","1st","A",75000,"Straight","Republicant",50,109,91,51,113,109,4.38,3,4.63,8,5.5,11,1
1703,30,"Pink","2nd","C",182000,"Straight","Democrulite",51,98,102,54,86,111,4.85,4.71,2.98,13,7.1,6,1
1704,21,"Blue","3rd","D",36000,"Straight","Republicant",49,104,96,56,73,105,5.21,3.75,3.39,9,4.5,5,6
1705,42,"Pink","3rd","A",27000,"Straight","Democrulite",45,83,127,66,94,104,5.44,5.35,4.41,6,6.7,11,1
1706,53,"Pink","1st","A",21000,"Straight","Republicant",55,120,89,66,84,98,5.58,3.66,4.47,6,6.8,7,3
1707,49,"Pink","1st","A",33000,"Straight","Republicant",49,111,90,70,107,111,5.48,5.61,5.71,8,8,12,3
1708,42,"Blue","2nd","C",154000,"Curly","Democrulite",50,108,91,73,99,123,6.42,4.73,4.46,6,5.6,7,1
1709,32,"Blue","2nd","D",76000,"Curly","Independone",52,99,101,54,89,113,7.44,7.73,7.02,4,5.7,9,2
1710,42,"Pink","2nd","B",140000,"Straight","Republicant",48,90,104,59,91,100,7.06,5.88,5.38,6,5.8,6,4
1711,49,"Pink","3rd","B",60000,"Straight","Democrulite",49,97,105,55,92,100,5.29,3.61,4.66,7,6.8,9,2
1712,68,"Blue","3rd","C",34000,"Straight","Independone",54,97,103,66,101,122,5.17,4.16,5.55,7,6,7,2
1713,52,"Blue","2nd","B",48000,"Straight","Independone",53,102,97,67,111,112,4.78,5.04,5.05,8,5,8,1
1714,57,"Pink","2nd","A",41000,"Straight","Democrulite",57,103,97,51,92,99,10.01,8.19,9.75,8,5.5,8,1
1715,36,"Pink","1st","C",105000,"Straight","Republicant",46,88,103,45,94,113,6.29,6.67,5.86,7,6.5,9,2
1716,41,"Pink","2nd","A",58000,"Straight","Independone",48,95,105,65,91,102,4.95,4.78,5.37,6,6.6,12,2
1717,38,"Blue","1st","A",91000,"Straight","Republicant",38,75,128,68,102,108,6.11,5.84,4.5,9,6.8,6,3
1718,21,"Pink","3rd","D",45000,"Straight","Independone",45,102,99,46,85,109,8.35,8.31,7.96,9,5.1,7,1
1719,42,"Pink","1st","B",36000,"Straight","Independone",45,99,101,63,91,101,4.71,3.47,3.74,6,6.1,11,2
1720,55,"Pink","2nd","D",38000,"Straight","Democrulite",51,95,108,54,100,119,5.48,4.39,4.1,9,6.1,10,7
1721,31,"Pink","1st","D",62000,"Straight","Democrulite",50,112,83,53,90,113,5.3,5.71,5.38,10,5.7,9,8
1722,24,"Pink","3rd","B",51000,"Straight","Republicant",45,80,131,48,97,100,5.2,3.22,4.45,10,5.3,10,9
1723,29,"Blue","3rd","B",72000,"Curly","Republicant",41,85,110,60,93,102,4.89,4.01,3.27,10,6.2,7,1
1724,32,"Blue","3rd","B",94000,"Straight","Democrulite",54,102,98,63,80,96,3.45,2.74,3.67,9,7.1,8,2
1725,46,"Pink","3rd","C",47000,"Curly","Independone",52,93,109,48,96,115,6.97,5.18,6.97,11,7.8,9,2
1726,17,"Pink","1st","D",28000,"Straight","Republicant",50,110,90,47,103,118,4.13,3.02,2.99,7,7.2,6,1
1727,50,"Pink","3rd","B",27000,"Straight","Independone",55,106,93,55,107,107,7.96,6.8,6.47,7,5.1,9,1
1728,46,"Blue","1st","C",56000,"Curly","Democrulite",50,89,110,56,94,116,6.61,7,4.75,8,6.9,9,2
1729,68,"Pink","1st","C",35000,"Straight","Republicant",54,102,100,62,84,113,5.03,4.64,4.47,7,3.7,5,6
1730,69,"Blue","1st","B",212000,"Straight","Democrulite",44,90,112,63,72,92,7.89,7.99,7.11,9,4.6,9,2
1731,58,"Pink","1st","A",64000,"Straight","Republicant",47,102,98,80,100,110,13.99,12.75,12.35,8,5,9,2
1732,62,"Pink","1st","D",50000,"Straight","Republicant",51,97,103,75,95,121,5.75,5.9,5.27,9,5.1,7,2
1733,56,"Pink","2nd","A",47000,"Straight","Republicant",53,106,101,70,84,100,7.65,8.11,6.26,4,6.3,10,1
1734,30,"Pink","2nd","D",33000,"Straight","Democrulite",45,105,96,50,101,118,5.61,4.22,5.48,9,6,7,1
1735,37,"Pink","3rd","A",132000,"Straight","Democrulite",49,106,98,68,105,110,5.86,5.01,5.15,13,6,10,2
1736,46,"Blue","2nd","D",175000,"Straight","Democrulite",57,108,92,65,93,118,4.51,3.73,4.07,8,6.2,13,2
1737,32,"Blue","3rd","A",241000,"Straight","Republicant",54,92,108,75,81,99,4.85,4.41,4.46,8,8,6,4
1738,15,"Pink","3rd","D",63000,"Straight","Independone",41,89,118,60,88,114,7.91,6.41,7.48,9,5.2,9,12
1739,64,"Pink","1st","A",22000,"Straight","Independone",44,91,110,44,83,92,7.56,6.63,6.69,10,6.7,9,2
1740,36,"Blue","3rd","C",74000,"Curly","Independone",56,105,89,70,89,117,9.04,8.2,9.15,6,7,12,3
1741,43,"Pink","2nd","A",120000,"Straight","Democrulite",54,104,95,56,84,96,3.84,3.42,2.65,7,6.3,13,1
1742,50,"Pink","3rd","C",18000,"Straight","Republicant",54,94,103,49,92,113,13.15,11.38,11.95,11,7.2,10,5
1743,28,"Pink","2nd","A",36000,"Straight","Republicant",45,91,106,59,98,104,8.26,7.69,8.39,7,6.1,9,1
1744,55,"Pink","1st","A",63000,"Straight","Republicant",53,93,107,67,78,96,7.53,7.71,5.98,6,6.3,7,1
1745,52,"Blue","1st","C",42000,"Curly","Republicant",48,98,102,54,92,115,9.17,9.65,7.48,11,6.6,11,3
1746,41,"Pink","1st","D",130000,"Straight","Democrulite",48,96,103,55,91,114,4.76,3.98,3.31,11,5.7,9,2
1747,21,"Pink","3rd","B",38000,"Straight","Republicant",57,110,89,57,114,111,4.92,3.69,4.57,10,6.7,8,1
1748,36,"Blue","2nd","C",185000,"Straight","Independone",47,93,109,57,76,107,4.94,3.22,3.72,10,5.9,9,2
1749,33,"Blue","3rd","A",83000,"Curly","Republicant",51,103,98,54,102,104,5.49,4.48,5.45,9,7.7,11,3
1750,50,"Blue","2nd","A",156000,"Curly","Independone",50,102,98,66,81,97,4.14,3.35,2.88,9,7.5,9,3
1751,52,"Pink","2nd","A",51000,"Straight","Democrulite",45,98,103,61,90,100,5.56,5.13,4.27,10,5.6,10,5
1752,35,"Pink","1st","A",34000,"Straight","Republicant",61,123,63,64,86,99,6.68,6.35,5.6,13,7.1,7,9
1753,44,"Blue","2nd","C",32000,"Curly","Democrulite",47,103,97,53,110,123,8.06,7.12,7.64,5,6,4,1
1754,24,"Pink","3rd","A",92000,"Straight","Democrulite",51,98,103,63,89,100,8.51,7.65,7.27,7,5.5,7,1
1755,58,"Pink","1st","C",237000,"Straight","Republicant",57,116,86,80,83,117,13.9,13.81,12.62,10,4.5,9,2
1756,12,"Blue","3rd","C",20000,"Curly","Independone",59,114,88,57,97,118,5.65,5.48,3.87,5,6.5,10,1
1757,37,"Pink","3rd","D",150000,"Straight","Democrulite",51,103,96,60,100,120,3.93,2.04,2.15,8,5.1,9,2
1758,12,"Pink","3rd","C",22000,"Straight","Independone",54,108,95,48,96,115,5.13,3.59,4.05,11,7.2,12,4
1759,58,"Pink","3rd","D",46000,"Straight","Independone",57,98,102,65,92,117,5.97,5.26,4.5,10,5.6,4,1
1760,35,"Pink","3rd","A",42000,"Straight","Independone",47,90,114,60,98,104,10.61,10.47,9.76,12,6.6,7,1
1761,58,"Pink","1st","B",59000,"Straight","Republicant",47,97,102,61,95,103,8.58,8.12,7.19,13,5.9,7,6
1762,34,"Blue","1st","C",62000,"Curly","Independone",51,108,92,68,86,115,4.67,3.71,4.4,7,6.8,10,2
1763,62,"Pink","2nd","A",130000,"Straight","Democrulite",50,87,118,64,85,98,5.65,4.33,5.42,8,7,5,2
1764,41,"Pink","2nd","C",125000,"Straight","Democrulite",43,95,103,56,97,117,5.37,3.9,5.65,9,5.9,12,1
1765,24,"Blue","1st","A",33000,"Straight","Republicant",47,83,122,58,92,100,5.27,4.07,4.49,5,6.6,6,2
1766,19,"Pink","3rd","A",72000,"Straight","Democrulite",58,116,83,59,104,107,6.47,6.32,5.48,11,5.3,9,1
1767,24,"Pink","1st","A",138000,"Straight","Independone",56,108,94,52,82,94,5.17,3.7,4.85,11,6.2,9,4
1768,26,"Pink","2nd","C",36000,"Straight","Democrulite",58,111,84,65,114,128,7.66,5.69,6.17,9,6,12,3
1769,69,"Blue","1st","B",42000,"Straight","Republicant",42,94,103,36,86,92,7.86,6.49,6.61,9,6.9,8,1
1770,64,"Pink","1st","D",169000,"Straight","Republicant",58,97,102,52,84,110,8.84,9.33,6.98,7,7.8,11,2
1771,17,"Pink","1st","A",24000,"Straight","Republicant",46,95,102,60,92,101,4.45,4.52,2.89,5,6.2,10,7
1772,55,"Pink","1st","C",98000,"Straight","Republicant",52,103,99,52,84,110,6.46,6.49,5.3,10,8.1,12,1
1773,58,"Blue","1st","A",165000,"Straight","Republicant",45,93,112,56,81,94,8.02,6.09,6.96,6,6.4,6,1
1774,33,"Pink","1st","C",28000,"Straight","Republicant",51,102,99,47,86,110,6.7,5.75,6,9,6.2,10,7
1775,58,"Blue","1st","B",33000,"Straight","Independone",43,99,101,61,93,102,5.96,6.16,5.29,8,6.5,4,2
1776,61,"Blue","3rd","B",28000,"Straight","Independone",49,118,73,53,85,96,4.95,2.99,4.35,8,5.5,10,1
1777,45,"Blue","1st","B",59000,"Straight","Democrulite",55,107,96,75,98,108,5.35,5.59,3.47,9,5.5,9,1
1778,65,"Pink","2nd","C",63000,"Straight","Democrulite",49,107,91,65,74,108,5.56,4.36,5.74,9,6,5,1
1779,40,"Pink","2nd","C",55000,"Straight","Democrulite",56,107,88,52,87,111,9.15,9.18,8.77,9,5.6,14,1
1780,16,"Blue","3rd","B",38000,"Straight","Democrulite",51,94,108,60,103,106,4.15,3.67,3.83,9,7.7,6,2
1781,22,"Pink","1st","B",25000,"Straight","Republicant",49,95,107,58,91,100,5.26,4.27,4.77,8,5.5,8,2
1782,46,"Pink","2nd","D",111000,"Curly","Independone",50,100,100,75,94,121,4.43,4.21,3.35,8,4.8,10,1
1783,27,"Pink","2nd","A",26000,"Straight","Republicant",54,103,98,49,89,97,7.47,6,5.51,8,6.3,13,3
1784,33,"Pink","2nd","D",15000,"Straight","Republicant",60,123,79,52,88,112,5.62,5.82,4.02,10,7.6,10,2
1785,46,"Pink","3rd","C",76000,"Curly","Republicant",42,79,127,57,86,112,5.14,5.52,5.6,13,7.4,10,3
1786,61,"Pink","3rd","D",78000,"Straight","Democrulite",52,105,97,74,102,125,12.01,10.35,12.41,9,7.9,8,1
1787,11,"Blue","1st","A",42000,"Curly","Democrulite",59,105,96,62,90,100,6.04,6.13,6.16,9,6.5,12,7
1788,15,"Blue","1st","C",237000,"Straight","Republicant",46,74,116,63,108,125,12.56,10.85,11.42,9,6.6,8,1
1789,15,"Pink","1st","C",40000,"Straight","Republicant",56,112,84,66,112,127,4.11,4.21,4.33,10,5.1,12,1
1790,30,"Pink","3rd","B",54000,"Straight","Democrulite",42,103,99,63,68,90,8.75,7.48,8.3,10,6.3,7,2
1791,19,"Pink","1st","B",188000,"Straight","Republicant",51,97,102,68,96,105,8.12,7.6,8.04,8,5.9,11,4
1792,70,"Blue","3rd","B",32000,"Straight","Democrulite",44,87,130,77,93,106,3.31,1.78,2.59,10,7.4,8,1
1793,60,"Pink","3rd","B",80000,"Straight","Democrulite",50,97,103,69,86,100,12.73,10.95,10.81,10,5.7,7,1
1794,32,"Blue","2nd","B",79000,"Straight","Independone",47,107,96,73,95,106,5.66,4.41,4.02,8,6.5,8,1
1795,19,"Pink","3rd","A",73000,"Straight","Independone",54,100,100,67,92,103,4.81,4.74,3.51,11,5.4,4,1
1796,68,"Pink","2nd","A",28000,"Straight","Democrulite",49,95,109,68,83,98,4.18,3.27,2.82,10,6.8,10,4
1797,28,"Blue","1st","B",26000,"Straight","Republicant",51,103,95,66,91,102,4.42,4.18,3.63,7,4.7,5,3
1798,53,"Pink","1st","A",58000,"Straight","Democrulite",50,100,100,69,79,97,5.43,3.91,4.48,6,6.8,7,1
1799,38,"Pink","3rd","D",9000,"Straight","Independone",49,97,103,61,93,117,5.1,4.26,4.25,11,7.1,13,2
1800,10,"Blue","3rd","D",38000,"Curly","Independone",53,95,106,74,89,118,6.33,4.98,4.46,9,7.3,9,1
1801,32,"Pink","1st","A",39000,"Straight","Democrulite",54,97,102,63,102,107,6.22,6.03,4.52,9,5.4,9,4
1802,54,"Blue","3rd","B",67000,"Straight","Democrulite",50,103,95,66,92,102,7.7,6.23,5.8,7,4.4,8,3
1803,28,"Blue","2nd","D",14000,"Curly","Democrulite",45,92,110,50,97,116,6.22,6.53,6.25,9,6.8,5,1
1804,43,"Pink","2nd","B",124000,"Curly","Democrulite",51,107,94,60,96,103,5.27,4.88,4.8,10,5.2,10,3
1805,22,"Pink","2nd","B",27000,"Straight","Democrulite",44,92,112,75,89,103,4.49,4.98,4.6,6,5.2,9,1
1806,52,"Blue","1st","A",104000,"Straight","Republicant",47,100,100,42,96,98,6.93,6.73,5.41,7,4.4,6,2
1807,40,"Pink","1st","A",126000,"Straight","Independone",43,98,100,60,96,103,11.63,11,11.12,9,5.1,7,1
1808,45,"Pink","1st","A",28000,"Straight","Independone",51,101,99,64,93,102,5.7,4.7,5.19,12,4.5,10,5
1809,61,"Pink","1st","D",30000,"Straight","Republicant",59,109,90,69,90,117,5.61,5.45,5.95,8,5.3,11,3
1810,36,"Pink","3rd","C",22000,"Straight","Independone",52,93,108,76,76,112,4.63,4.29,3.32,9,6.5,10,2
1811,36,"Pink","1st","D",56000,"Straight","Independone",45,94,113,70,82,113,6.46,6.49,5.99,7,6.3,9,1
1812,38,"Blue","1st","C",51000,"Straight","Independone",50,102,97,58,103,121,6.49,6.3,6.56,6,4.3,10,5
1813,35,"Blue","3rd","D",114000,"Straight","Republicant",53,98,104,84,76,114,4.9,3.33,4.64,11,4.2,11,3
1814,27,"Blue","1st","D",25000,"Straight","Independone",46,105,96,80,95,123,4.2,3.63,3.3,6,6.2,12,4
1815,18,"Pink","3rd","B",45000,"Straight","Independone",54,105,95,70,79,97,5.27,4.29,4.24,6,6.2,10,2
1816,45,"Pink","1st","C",93000,"Straight","Republicant",40,97,103,67,84,114,5.71,5.83,4.13,11,6.1,8,1
1817,39,"Blue","3rd","C",126000,"Straight","Democrulite",53,107,95,54,85,111,6.49,5.43,6.57,9,6,8,3
1818,13,"Blue","1st","B",140000,"Curly","Democrulite",52,97,101,58,102,106,3.32,3.77,1.96,7,7,7,4
1819,15,"Pink","3rd","C",43000,"Straight","Democrulite",49,89,104,71,92,119,5.22,3.9,3.96,7,6.4,9,1
1820,49,"Pink","3rd","C",150000,"Straight","Independone",51,108,89,71,121,133,7.53,6.04,6.61,9,5.7,9,2
1821,48,"Blue","3rd","C",55000,"Straight","Democrulite",44,107,88,46,76,105,6.4,6.4,4.56,9,6.4,10,1
1822,63,"Blue","3rd","D",159000,"Curly","Democrulite",47,89,111,52,85,111,5.55,3.66,3.87,9,5.9,4,2
1823,65,"Pink","3rd","A",41000,"Straight","Independone",50,114,88,55,90,99,4.55,3.93,2.9,7,5.3,10,1
1824,34,"Pink","3rd","A",28000,"Straight","Independone",54,112,92,48,104,104,8.8,6.95,8.85,10,4.9,9,4
1825,60,"Pink","1st","A",29000,"Straight","Democrulite",52,102,97,62,78,94,8.19,7.43,7.24,9,5.9,11,1
1826,43,"Blue","1st","A",82000,"Curly","Independone",57,103,99,70,77,96,4.67,2.9,4.26,10,6.5,10,5
1827,29,"Blue","2nd","D",31000,"Straight","Democrulite",57,105,95,65,94,118,11.01,10.97,11.43,8,7.5,12,4
1828,23,"Pink","3rd","C",45000,"Curly","Republicant",52,96,102,66,99,121,7.24,7.39,6.34,7,3,6,2
1829,51,"Pink","3rd","D",43000,"Straight","Democrulite",45,90,112,52,88,112,8.87,9.18,8.21,7,5.6,9,7
1830,39,"Pink","3rd","B",55000,"Straight","Republicant",48,94,101,58,101,105,5.13,3.74,4.71,8,5.9,7,2
1831,65,"Pink","1st","A",122000,"Straight","Democrulite",42,94,108,57,72,90,7.11,5.57,5.54,9,5.8,10,6
1832,65,"Pink","3rd","D",95000,"Straight","Republicant",38,78,131,52,87,111,8.62,7.78,6.87,3,7.4,12,1
1833,19,"Pink","1st","C",85000,"Straight","Democrulite",51,95,108,56,114,126,7.13,5.56,7.19,11,5.6,10,1
1834,28,"Pink","1st","D",147000,"Straight","Independone",56,104,95,48,76,105,6.2,5.86,6.61,11,7.8,9,3
1835,36,"Pink","2nd","B",22000,"Curly","Republicant",57,97,105,70,83,99,6.94,5.4,5.04,7,5.5,11,2
1836,53,"Blue","3rd","C",90000,"Curly","Democrulite",55,114,78,51,89,112,7.67,8.07,8.11,7,5.2,10,15
1837,61,"Pink","1st","B",73000,"Straight","Republicant",46,99,101,59,92,101,4.68,4.14,3.52,9,7.8,8,1
1838,14,"Pink","2nd","B",16000,"Straight","Republicant",52,114,77,56,101,104,5.12,4.1,5.3,11,5.9,8,3
1839,17,"Pink","1st","C",34000,"Straight","Republicant",54,103,98,63,102,122,7.08,6.16,7.16,10,5.5,9,1
1840,25,"Pink","1st","D",110000,"Straight","Republicant",44,75,132,74,104,125,4.54,3.17,3.95,8,4.7,7,1
1841,47,"Blue","3rd","B",18000,"Curly","Independone",42,85,117,49,97,101,5.33,5.61,3.42,14,4.2,8,2
1842,24,"Pink","2nd","A",50000,"Straight","Republicant",53,114,85,50,90,98,4.4,3.19,4.44,11,5.1,9,9
1843,17,"Pink","3rd","C",37000,"Straight","Independone",49,119,87,45,98,115,7.88,5.92,6.7,11,5.5,9,4
1844,20,"Pink","2nd","D",103000,"Straight","Independone",43,96,102,62,106,123,8.11,7.05,6.6,7,4.9,8,1
1845,56,"Pink","3rd","C",69000,"Curly","Republicant",42,103,97,70,97,121,3.15,3.2,3.52,6,6.2,8,1
1846,65,"Blue","1st","A",62000,"Curly","Democrulite",46,99,101,64,78,95,9.55,7.81,9.19,8,4.8,7,6
1847,46,"Pink","1st","D",37000,"Straight","Democrulite",42,98,103,68,87,115,4.7,4.43,3.56,8,6.4,7,2
1848,51,"Pink","1st","B",25000,"Straight","Independone",38,90,106,53,99,103,6.98,7.24,5.23,9,5.8,11,1
1849,33,"Pink","2nd","C",62000,"Straight","Independone",53,100,100,51,97,116,7.61,7.04,6.35,9,6.8,5,3
1850,56,"Pink","1st","A",36000,"Curly","Republicant",41,98,101,73,89,103,5.58,5.3,4.5,5,4.3,9,3
1851,15,"Pink","1st","B",29000,"Straight","Republicant",56,115,90,60,88,99,5.12,3.25,4.16,11,4.6,12,1
1852,13,"Blue","3rd","A",104000,"Straight","Republicant",50,101,99,40,79,90,7.04,6.36,6.44,5,4.2,12,5
1853,38,"Blue","1st","C",42000,"Curly","Independone",42,88,114,54,89,113,7.61,6.8,6.49,8,4.5,12,6
1854,46,"Pink","1st","C",25000,"Straight","Independone",45,95,104,75,88,118,4.97,3.88,3.44,10,6.7,9,7
1855,51,"Blue","3rd","A",40000,"Curly","Democrulite",49,90,116,69,90,102,5.69,4.62,6.1,11,5.7,7,1
1856,52,"Pink","3rd","A",26000,"Curly","Democrulite",49,107,92,64,88,100,6.8,5.22,6.53,8,4.2,11,11
1857,62,"Pink","1st","C",74000,"Straight","Republicant",60,116,82,46,64,99,6.44,4.53,5.83,9,5.2,6,12
1858,11,"Blue","1st","A",36000,"Straight","Republicant",63,105,87,62,92,102,4.44,3.6,2.7,4,4.1,5,1
1859,35,"Pink","1st","C",34000,"Straight","Republicant",49,104,99,67,100,122,4.18,3.98,3.91,13,6.6,10,1
1860,67,"Blue","2nd","C",111000,"Straight","Democrulite",47,111,80,58,86,113,15.07,13.34,13.9,4,4.8,7,3
1861,58,"Pink","3rd","D",23000,"Straight","Democrulite",51,111,82,64,108,125,6.16,5.26,6.02,8,4.8,9,1
1862,41,"Pink","2nd","D",54000,"Straight","Democrulite",46,90,107,66,99,121,5.64,4.99,3.71,10,5.7,10,1
1863,56,"Pink","2nd","C",40000,"Curly","Republicant",48,94,107,46,92,113,13.35,11.49,13.27,10,5.5,9,1
1864,69,"Pink","3rd","A",84000,"Straight","Republicant",52,95,106,49,72,88,7.46,6.65,6.77,11,7.4,5,7
1865,61,"Pink","3rd","A",56000,"Straight","Independone",57,118,78,70,97,106,7.49,7.92,6.21,9,4.7,7,3
1866,32,"Pink","3rd","C",63000,"Straight","Republicant",59,123,90,76,91,119,6.04,5.99,4.31,11,6.4,10,1
1867,21,"Blue","2nd","A",63000,"Straight","Democrulite",49,102,98,52,99,102,4.14,3.24,4.5,4,6.3,4,4
1868,27,"Pink","2nd","A",25000,"Straight","Independone",47,102,97,63,88,100,10.85,9.42,8.97,10,7.8,11,1
1869,62,"Pink","2nd","D",87000,"Straight","Independone",45,87,114,67,92,118,5.01,4.13,5.11,11,5.4,10,1
1870,64,"Pink","3rd","D",22000,"Straight","Independone",53,96,106,53,98,117,4.93,4.92,4.03,10,6.4,12,1
1871,63,"Blue","2nd","B",81000,"Straight","Democrulite",52,105,95,75,84,101,4.58,3.47,3.13,4,6.2,9,4
1872,66,"Blue","3rd","C",57000,"Straight","Independone",48,101,99,72,78,112,5.26,5.13,4.21,11,6.5,6,15
1873,22,"Pink","1st","D",38000,"Straight","Democrulite",41,90,114,57,81,110,4.95,3.12,4.56,7,5.7,11,2
1874,46,"Pink","2nd","C",67000,"Straight","Democrulite",47,93,109,54,92,115,10.82,9.18,8.9,10,7.1,8,1
1875,18,"Pink","3rd","C",58000,"Straight","Independone",45,83,114,57,81,110,3.88,1.88,2.47,9,6.5,5,1
1876,26,"Pink","2nd","A",93000,"Straight","Independone",47,104,94,60,83,96,5.42,4.36,3.48,6,6.7,9,2
1877,17,"Blue","3rd","D",73000,"Curly","Independone",47,100,100,74,88,117,3.66,2.97,3.06,7,5.3,5,2
1878,58,"Pink","1st","B",18000,"Straight","Independone",57,112,93,61,83,97,4.53,4.38,3.69,10,5.3,10,6
1879,19,"Pink","1st","B",148000,"Straight","Independone",56,110,87,66,92,102,5.37,4.28,5.39,6,5.2,7,1
1880,19,"Pink","1st","C",34000,"Straight","Republicant",47,100,100,49,92,113,8.52,8.76,8.86,9,5.6,14,1
1881,50,"Pink","2nd","A",66000,"Curly","Democrulite",56,119,65,55,102,105,4.69,2.76,3.8,10,4.4,7,1
1882,30,"Blue","2nd","C",57000,"Straight","Republicant",50,96,108,59,100,120,8.39,7.26,7.48,8,5.6,5,2
1883,56,"Pink","1st","B",28000,"Straight","Republicant",45,104,99,64,91,102,7.1,6.36,6.77,10,5.5,10,6
1884,69,"Blue","2nd","A",26000,"Straight","Republicant",44,100,100,60,87,98,8.34,7,7.72,11,4.4,10,4
1885,40,"Pink","2nd","C",73000,"Straight","Republicant",47,93,114,54,87,112,9.47,8.63,9.13,10,5.9,9,4
1886,11,"Pink","1st","D",51000,"Curly","Republicant",48,106,87,42,97,114,4.23,2.27,3.24,11,5.7,8,2
1887,51,"Blue","3rd","D",33000,"Straight","Republicant",59,119,81,58,84,111,4.63,4.52,4.74,9,6.5,6,3
1888,20,"Blue","1st","C",20000,"Curly","Independone",51,103,98,61,98,119,6.78,6.69,5.65,7,6,6,5
1889,24,"Blue","3rd","D",62000,"Straight","Independone",46,95,103,69,90,117,9.46,8.22,8.38,8,5.4,8,4
1890,29,"Blue","1st","D",167000,"Straight","Republicant",51,117,93,54,108,123,6.49,6.62,4.82,8,5.8,8,1
1891,68,"Pink","1st","A",36000,"Straight","Independone",52,103,95,71,100,108,8.55,8.34,8.9,10,6.4,11,2
1892,52,"Pink","1st","C",51000,"Straight","Republicant",49,99,100,54,99,118,5.72,3.83,5.58,11,5.4,8,4
1893,48,"Pink","2nd","B",21000,"Straight","Independone",54,98,103,48,86,95,6.97,7.07,5.7,11,6.7,7,1
1894,19,"Blue","2nd","C",179000,"Curly","Independone",45,81,124,76,95,121,5.99,4.04,5.34,4,6.6,7,1
1895,65,"Blue","3rd","B",85000,"Straight","Republicant",45,97,101,56,76,92,5.58,5.87,5.72,9,8,6,1
1896,38,"Blue","2nd","A",90000,"Curly","Democrulite",50,111,85,61,112,111,5.68,5.68,4.4,10,6.5,8,1
1897,55,"Blue","1st","C",232000,"Straight","Republicant",56,90,107,63,85,113,4.91,4.23,4.87,11,4.8,11,5
1898,64,"Blue","2nd","D",45000,"Straight","Republicant",49,99,101,53,94,115,10.19,10.05,9.5,11,4.5,7,5
1899,13,"Pink","1st","B",142000,"Straight","Republicant",44,84,98,72,93,104,3.08,3.28,2.77,6,7.4,8,1
1900,68,"Pink","2nd","C",82000,"Straight","Democrulite",52,105,96,48,98,116,6.38,6.44,5.13,9,8.1,12,8
1901,66,"Pink","3rd","B",50000,"Straight","Republicant",50,106,97,59,94,102,3.97,4.2,1.98,10,5.3,6,3
1902,16,"Pink","2nd","D",41000,"Straight","Independone",50,96,102,65,100,121,4.8,5.21,4.12,9,6,6,2
1903,53,"Pink","3rd","C",115000,"Straight","Republicant",53,96,105,57,70,104,6.52,5.38,4.71,9,5.7,13,1
1904,22,"Blue","1st","C",70000,"Curly","Republicant",49,95,105,65,95,119,9.6,8.69,8.32,7,5.9,7,2
1905,37,"Pink","3rd","A",19000,"Straight","Independone",48,103,98,60,85,98,7,7.3,6.7,10,7,8,1
1906,37,"Blue","1st","A",48000,"Curly","Democrulite",59,111,90,73,93,105,8.23,7.98,7.67,7,7.4,9,2
1907,40,"Pink","1st","A",78000,"Curly","Republicant",55,111,89,73,85,101,6.19,4.57,4.94,8,5.8,8,1
1908,21,"Pink","2nd","D",240000,"Straight","Democrulite",50,115,89,54,82,109,7.42,6.41,7.85,8,5.7,11,4
1909,27,"Pink","2nd","C",37000,"Straight","Democrulite",55,91,108,64,91,117,6.58,6.84,5.05,9,5.9,8,3
1910,29,"Blue","1st","A",27000,"Curly","Independone",51,99,101,69,96,105,6.59,6.41,5.87,8,5.3,9,2
1911,36,"Pink","2nd","C",119000,"Straight","Democrulite",53,91,105,70,82,113,6.44,4.82,4.69,8,5.7,9,11
